title,content,url,published,scraped_at
Strengthening Food Safety: Calls for Stricter Penalties for Violations in Hyderabad,"Hyderabad: Food safety officials emphasise the urgent need for stricter penalties against eatery operators who violate guidelines.Currently, the fines imposed range from 5,000 to 10,000. Even larger establishments, such as pubs and resto bars, face only 20,000 in fines for violations. Adjudicating officers have the authority to impose fines up to 5 lakh, and they should utilise this power to ensure that eateries do not serve substandard food, said a source within the food safety department.Officials also stress the need for customer involvement in reporting food-related issues using platforms like the Food Safety Connect app or tagging official handles such as @AFCGHMC and @cfs_telangana on ‘X'. Additionally, consumers can also lodge complaints through toll-free number, 9100105795.""It is crucial for operators and handlers to participate in the Food Safety Training and Certification (FoSTaC) programme, which is mandatory for all the personnel involved in the food business. This provides training in handling, preparation, and manufacturing practices to uphold standards and enhance customer satisfaction. It equips them with a better understanding of food production, processing, packaging, and storage,"" said a senior food safety official.He further added, ""Owners must implement effective pest control measures to prevent infestations of rats and cockroaches. They should check labels and expiration dates to ensure that expired products are not used. Daily water analysis is vital, and kitchens should be kept clean and free of stagnation.""Despite the Food Safety and Standards Authority of India ( FSSAI ) launching a hygiene rating system in 2019, only 60 out of 74,000 eateries have adopted it so far. ""This reflects a lack of seriousness among management in embracing this voluntary system,"" said an official even as members of the National Restaurant Association of India (NRAI) acknowledged the challenges in getting more establishments on board.""There are only a handful of agencies available to conduct third-party audits for hygiene ratings. The FSSAI needs to engage more empanelled third-party agencies to ensure the authenticity of these ratings,"" said Sandeep Balasubramaniam, co-chapter head of NRAI Hyderabad.The hygiene rating system relies on audits by third-party agencies tasked with monitoring food preparation quality in hotel kitchens.",https://timesofindia.indiatimes.com/city/hyderabad/strengthening-food-safety-calls-for-stricter-penalties-for-violations-in-hyderabad/articleshow/114292975.cms,Unknown,2025-06-20 22:41:42
"Food Safety Issues Flagged At Juice Centres In Hyderabad, Three Found Without License","The task force representing Telangana's Food Safety Commissioner has inspected various types of establishments in the state. Beyond restaurants, bakeries, sweet shops, etc., the officials have also visited manufacturing units, dairy units and other kinds of food businesses. Recently, they conducted inspections of juice stalls in Hyderabad's Ameerpet area, and they uncovered wide-ranging food safety violations. On April 16, 2025, the task force went to a stall named ""Bombay Juice"" in this neighbourhood. They flagged the lack of necessary documentation such as pest control records, medical fitness certificates and water analysis reports. They also noted that the stall's FSSAI License had not been displayed prominently.

Also Read: Dirty Kitchens, Unsafe Food And More Violations Found At Mandi Restaurants In Hyderabad

The officials discovered several hygiene issues, including open dustbins, rotten produce in the refrigerator, a dirty exhaust fan ""with oil droplets dripping from it"" and unlabelled food items (lack of proper labelling is a safety violation). They said that the walls of the fridge were ""rusty and extremely unhygienic."" The food handlers did not have gloves and aprons on, as is necessary. Moreover, the task force observed that the handlers were chewing tobacco while preparing food at the stall.

Task force team has conducted inspections on Juice centres in Ameerpet area on 16.04.2025.



𝗕𝗼𝗺𝗯𝗮𝘆 𝗝𝘂𝗶𝗰𝗲, 𝗠𝗲𝘁𝗿𝗼 𝗣𝗶𝗹𝗹𝗮𝗿 𝗡𝗼. 𝗖 𝟭𝟰𝟰𝟯, 𝗔𝗺𝗲𝗲𝗿𝗽𝗲𝘁



* FSSAI License not displayed at a prominent place.



* There are no pest control records, medical… pic.twitter.com/ogGEvkBMLo — Commissioner of Food Safety, Telangana (@cfs_telangana) April 17, 2025

Also Read: 96 Kilos Of Spoiled Meat Found At Hyderabad Restaurant, Unhygienic Conditions Observed

On the same day, the officials went to a stall called ""Natural Flavours"" near Tirumala Towers in Ameerpet. They found out that it didn't have a valid license and reiterated that ""Establishment operating without a valid FSSAI license/registration will be closed after giving notice as per the FSS Act, 2006."" This was not the only problem with this FBO. The task force noted that there were no pest control records, medical records and water analysis reports. Cockroaches were found in the refrigerator. Dustbins were not covered. Soda bottles lacked labels - thus, there was no specification about manufacturing and expiry dates. The officials also discovered expired items, including fruit syrups like pineapple crush, blackcurrant crush, orange crush, blue curacao, banana crush, etc. Moreover, the food handler was not wearing an apron and a head cap.

𝗡𝗮𝘁𝘂𝗿𝗮𝗹 𝗙𝗹𝗮𝘃𝗼𝗿𝘀, 𝗧𝗶𝗿𝘂𝗺𝗮𝗹𝗮 𝗧𝗼𝘄𝗲𝗿𝘀, 𝗔𝗺𝗲𝗲𝗿𝗽𝗲𝘁

16.04.2025



* FBO running the business without license.



* There are no pest control records, medical records and water analysis reports.



* Expired fruit syrups were found such as pineapple crush,… pic.twitter.com/YbHmWFyBhf — Commissioner of Food Safety, Telangana (@cfs_telangana) April 17, 2025

Another juice stall in Ameerpet was found to be operating its business without a valid FSSAI license. This came to light when the task force went to KGN Juice centre opposite the Government General Hospital in the area. The officials repeated their warning of notice about the lack of license here. They also said that the refrigerator and the overall premises were in an ""unhygienic condition."" They also found spoiled fruit salad stored in the refrigerator. They observed house flies in the juice preparation area. Some food articles did not have labels. Additionally, the dustbins at this juice centre were kept open.

𝗞𝗚𝗡 𝗝𝘂𝗶𝗰𝗲 𝗖𝗲𝗻𝘁𝗿𝗲, 𝗢𝗽𝗽. 𝗚𝗼𝘃𝘁. 𝗚𝗲𝗻𝗲𝗿𝗮𝗹 𝗛𝗼𝘀𝗽𝗶𝘁𝗮𝗹, 𝗔𝗺𝗲𝗲𝗿𝗽𝗲𝘁

16.04.2025



* FBO running the business without license.



* Refrigerator is in highly unhygienic condition.



* Several houseflies were found in the juice preparation area.



*… pic.twitter.com/QXXWKKhNoN — Commissioner of Food Safety, Telangana (@cfs_telangana) April 17, 2025

Also Read: Food Safety Officials To Take Action Against Educational Society Near Hyderabad

On April 16, the food safety officials found a third stall without a license. It is named A1 Fruit and Juice Shop, located in Vengal Rao Nagar. They also found out that the necessary water analysis reports, pest control reports and medical certificates for food handlers were unavailable. They flagged issues such as open dustbins, rusty iron knives and the lack of a proper drainage system (in the preparation area). They described the refrigerator as ""highly rusty"" and ""unhygienic.""

𝗔𝟭 𝗙𝗿𝘂𝗶𝘁 𝗮𝗻𝗱 𝗝𝘂𝗶𝗰𝗲 𝗦𝗵𝗼𝗽

𝗗𝗼𝗼𝗿 𝗻𝗼 𝟲𝟵-𝗔, 𝗩𝗲𝗻𝗴𝗮𝗹𝗿𝗮𝗼 𝗡𝗮𝗴𝗮𝗿

16.04.2025



* FBO running the business without valid license.



* There's no proper drainage system in the preparation area.



* Refrigerator was highly rusty and in unhygienic… pic.twitter.com/nspry1z6P5 — Commissioner of Food Safety, Telangana (@cfs_telangana) April 17, 2025

The food safety task force also inspected Coconut Juice Bar in Ameerpet on the same day. Although its license was displayed in a prominent place, there were several other problems. The officials found rotten fruits, cockroaches and other insects in the refrigerator. They noted that the preparation area was in an ""unhygienic condition."" They saw that the dustbins were not covered. Additionally, the FBO did not have pest control records, medical records and water analysis reports.

𝗖𝗼𝗰𝗼𝗻𝘂𝘁 𝗝𝘂𝗶𝗰𝗲 𝗕𝗮𝗿, 𝗩𝗶𝗻𝗮𝘁𝗮 𝗖𝗼𝗺𝗽𝗹𝗲𝘅, 𝗠𝗮𝗶𝗻 𝗥𝗼𝗮𝗱, 𝗔𝗺𝗲𝗲𝗿𝗽𝗲𝘁

16.04.2025



* Insects and cockroaches were found in the refrigerator.



* Rotten fruits were found in the refrigerator.



* There are no pest control records, medical records and… pic.twitter.com/u13BIfhjae — Commissioner of Food Safety, Telangana (@cfs_telangana) April 17, 2025

Before this, the task force had conducted inspections of juice centres and snack stalls in Hyderabad's Gachibowli area. Click here to read what they found.",https://www.ndtv.com/food/food-safety-issues-flagged-at-multiple-juice-centres-in-hyderabad-8215667,Unknown,2025-06-20 22:41:45
"Shocking Food Safety Violations Discovered At Hyderabad-Based Supplier For Indigo Airlines, Company Responds","Food safety officials have continued to inspect different establishments and manufacturing units across Telangana. They recently undertook inspections in IDA Patancheru in Hyderabad. On February 12, 2025, the task force visited the premises of Instahot Foods Pvt. Ltd., which they described as an exporter and a supplier for IndiGo Airlines. The team made note of several food safety violations. They observed cockroach infestation in the cooking area and grinding unit. They found expired food items on the premises, including 1.25 kilos of kasturi methi, half a kilo of mustard seeds and 1 kilo of Rai Mota (another kind of mustard seeds). These articles were promptly discarded. The officials seized 1.5 kilos of nutmeg due to ""labelling violations."" Essential details like MRP, Batch No. and the Date of packing were found to be missing.

Also Read: Food Safety Violations Found At Restaurants In Patancheru Near Hyderabad

The task force highlighted several other hygiene and storage problems. Some of the vegetables were spoiled and rotten. Improper storage measures were flagged, such as ""storing on the ground, use of rusted racks and no FIFO method."" The officials discovered some items stored on the ground below a leaking air conditioner. They stated that this could lead to ""contamination of food articles."" They observed that the dustbins were not maintained and that food waste was dumped in plastic bags. They also made note of the patchy flooring (which was littered with food waste) and clogged drains. Additionally, the task force said that the water analysis for the premises was unacceptable as it had been conducted by a non-NABL laboratory. The officials also found out that the latest testing records for packing material were unavailable.

Task force team has conducted inspections in IDA Patancheru on 12.02.2025.



𝗜𝗻𝘀𝘁𝗮𝗵𝗼𝘁 𝗙𝗼𝗼𝗱𝘀 𝗣𝘃𝘁 𝗟𝘁𝗱 (𝗦𝘂𝗽𝗽𝗹𝗶𝗲𝗿 𝗳𝗼𝗿 𝗜𝗻𝗱𝗶𝗴𝗼 𝗮𝗶𝗿𝗹𝗶𝗻𝗲𝘀 𝗮𝗻𝗱 𝗘𝘅𝗽𝗼𝗿𝘁𝗲𝗿),

𝗜𝗗𝗔 𝗣𝗮𝘁𝗮𝗻𝗰𝗵𝗲𝗿𝘂



* Improper storage measured followed like storing… pic.twitter.com/dw48Pe3BV7 — Commissioner of Food Safety, Telangana (@cfs_telangana) February 13, 2025

IndiGo issued a press statement addressing the above. The company said, ""We are cognisant of the investigation involving an in-flight food supplier. Upon receiving this information, we immediately discontinued the supply of products that were being sourced from them. We want to emphasise our unwavering commitment to maintaining the highest standards of food and beverage service on board.""

On the same day, the task force also inspected Asati Rajkumar Roller Flour Mills Pvt. Ltd. in IDA Patancheru. The team discovered several food safety violations here, too. Firstly, they noted that the FSSAI license had not been displayed at a prominent place on the premises. Additionally, necessary records and documentation were found to be unavailable. These included Pest control records, water analysis reports, employee health records, FoSTaC certificates and records of testing of food and packaging material.

Also Read: Expired Food And Other Violations Found At Kake Di Hatti And PoshNosh Lounge In Hyderabad

The officials stated that the grain washing section was ""very unhygienic"", and they made note of a ""foul smell"" coming from this area. The place where cleaned wheat was stored before milling was also found to be ""very unhygienic"", and there were cobwebs noticed there. The task force made note of the ""poor personal hygiene"" followed by food handlers on the premises. They were not wearing aprons, haircaps, etc. Another hygiene issue was posed by the infestation of rodents and birds like pigeons and sparrows. Their faeces were found to be present.

That's not all. The officials discovered that food and non-food items, such as cement, tyres, etc., were stored together. They saw that some food articles were stored on the ground instead of pallets. Moreover, they noted that the walls and ceilings were ""patchy and flaky with cobwebs.""

𝗔𝘀𝗮𝘁𝗶 𝗥𝗮𝗷𝗸𝘂𝗺𝗮𝗿 𝗥𝗼𝗹𝗹𝗲𝗿 𝗙𝗹𝗼𝘂𝗿 𝗠𝗶𝗹𝗹𝘀 𝗣𝘃𝘁 𝗟𝘁𝗱, 𝗣𝗮𝘁𝗮𝗻𝗰𝗵𝗲𝗿𝘂 𝗜𝗗𝗔

12.02.2025



* FSSAI license not displayed at a prominent place in the premises.



* Food and non-food articles like cement, tyres etc are stored together.



* Few food articles… pic.twitter.com/F2t52KUzyv — Commissioner of Food Safety, Telangana (@cfs_telangana) February 13, 2025

Recently, the food safety task force also conducted an inspection at a university canteen in Hyderabad. Click here to know what they found on the premises.",https://www.ndtv.com/food/food-safety-violations-flagged-at-hyderabad-based-food-supplier-for-indigo-airlines-7707841,Unknown,2025-06-20 22:41:47
Blinkit’s food licence suspended in Pune’s Balewadi for regulatory violations: Report,"

License of Zepto’s Dharavi facility suspended

Smart AC Hacks to Cut Your Electricity Bill & Make It Last Longer!

Maharashtra’s Food and Drug Administration (FDA) has suspended the food business licence of Blinkit ’s dark store in Pune’s Balewadi area. According to a report by Economic Times, the FDA conducted an investigation on June 5 and found that the dark store was operating without the required approvals from the Food Safety and Standards Authority of India (FSSAI). Operated by M/s Energy Darkstore Services near Mitcon College, the facility was found storing and selling food items without obtaining the mandatory licence under Section 31(1) of the Food Safety and Standards Act, 2006.The licence will remain suspended until proper authorisation is secured.As per the report, officials also cited multiple food safety violations at the site. The inspection report flagged issues such as food placed directly on the floor, lack of pest control certification, workers without protective gear, dusty storage racks, and a cold storage unit missing a calibration certificate.This action is part of a broader crackdown by authorities on quick commerce “dark stores” amid rising concerns about food hygiene and safety.Earlier this month, Maharashtra’s FDA cancelled the food business licence of Zepto’s Dharavi facility after an inspection revealed multiple hygiene and food safety norms violations. The inspection uncovered fungal growth on some food items, storage near stagnant water, unclean and wet floors, and cold storage units that failed to maintain the necessary temperature. Officials also found expired food products that were not separated from fresh stock.“The inspection at the Dharavi location revealed poor hygiene and unsafe food storage conditions,” said FDA officials.Following these findings, Assistant Commissioner of Food, Anupamaa Balasaheb Patil, ordered the cancellation of the facility’s licence under Section 32(3) of the Food Safety and Standards Act, 2006.",https://timesofindia.indiatimes.com/technology/tech-news/blinkits-food-licence-suspended-in-punes-balewadi-for-regulatory-violations-report/articleshow/121727943.cms,Unknown,2025-06-20 22:41:48
Food safety officials flag hygiene violations at restaurants in Hyderabad’s Gachibowli,"The task force teams of Telangana’s Commissioner of Food Safety inspected popular restaurants at Gachibowli of Hyderabad on Friday (October 4) and uncovered multiple hygiene violations.

At ‘Over the Moon Brew Company’, issues included the absence of a displayed FSSAI licence, cockroach infestation in the storeroom, improperly labelled food in the refrigerator and expired kali mirch. Seven packets of BBQ sauce lacked FSSAI certification, and spoiled raw vegetables were also found. Additionally, the medical fitness certificates for food handlers were missing, according to a press release.

At ‘Maredumilli Restaurant’, similar violations were found, such as cockroach infestation inside the kitchen refrigerator, uncovered drains with stagnant water, and expired khowa. The restaurant also lacked insect-proof screens and properly fitted doors to prevent pest entry. Despite pest control records being available, food articles were stored without proper labelling.

At ‘Dine-O-China’, the inspection showed that the FSSAI licence was not displayed, windows and doors were not sealed to prevent pests and both medical fitness certificates and water analysis reports were missing. Additionally, the drains were clogged, leading to water stagnation, and food items in the refrigerator were not labelled.",https://www.thehindu.com/news/cities/Hyderabad/food-safety-officials-flag-hygiene-violations-at-restaurants-in-hyderabads-gachibowli/article68725015.ece,2024-10-06,2025-06-20 22:41:50
Indian restaurants raided for food violations,"ALSO READ:

Food safety in India is a critical issue, given the country's diverse food habits and vast population. To ensure the safety and well-being of the people, the Food Safety and Standards Authority of India ( FSSAI ) regularly inspects and monitors restaurants and food chains.Recently, the Food Safety Department of Telangana raided multiple eateries and restaurants.Among them were Bengaluru’s popular South Indian breakfast restaurant, Rameshwaram Cafe (recently opened its QSR outlet in Madhapur, Hyderabad), and Bahubali Kitchen , both found to be violating food safety norms.According to media reports, Telangana Food Safety Department officials discovered multiple violations on Thursday. Restaurants were found using expired and unlabeled food items. Specifically, the Food Safety Department stated, ""100 kg of urad dal expired in March 2024 (worth INR 16K), 10 kg of Nandini curd, and eight liters of milk worth INR 700 were found expired and present in the kitchen."" These items were discarded on the spot by the authorities.Additionally, other items in the kitchen were seized for improper and unclear labeling. Officials found 450 kg of improperly labelled raw rice, 20 kg of white lobia worth INR 26K, and 300 kg of unlabeled jaggery worth INR 30K. The Commissioner of Food Safety, Telangana, tweeted that ""medical fitness certificates were not submitted for food handlers, and the dustbins were also not covered with lids."" These findings were part of the raid on the recently launched Quick Service Restaurant (QSR) chain outside the tech capital in Hyderabad's Madhapur area in January this year.Rameshwaram Cafe is known for its ghee-rich idlis and dosas and has gained popularity among foodies over the years. This fully-crowded restaurant is frequented by many celebrities and was recently in the news due to a bomb blast at its Bengaluru Kundalahalli branch. At least 10 people were injured in the blast on March 1.On the same day, another popular restaurant, Bahubali Kitchen, was also raided. The authorities found synthetic food colours in the kitchen, which were discarded on the spot. Additionally, a ""heavy cockroach infestation was observed in their kitchen, and cockroaches were found on food articles inside the storeroom."" As per the tweet, there was no record of pest control. The kitchen premises were observed to be extremely unhygienic, with water stagnation in the cleaning area. Authorities also found improperly stored semi-prepared and raw food inside the refrigerator, and the medical fitness certificate for food handlers was not found. They also couldn’t find the FSSAI License True Copy on display at the premises.The authorities have issued a notice to the restaurant owners for further action.Easy tips easy ways to keep commercial kitchens cleanMaintaining cleanliness in a commercial kitchen is crucial for food safety and hygiene:Create a cleaning schedule outlining daily, weekly, and monthly tasks for different areas, including surfaces, equipment, and storage spaces. Train staff on proper sanitation procedures, including handwashing, food handling, and cleaning protocols, to ensure consistent compliance.Use color-coded cleaning tools and designated cleaning supplies for different areas to prevent cross-contamination. Regularly inspect and deep clean kitchen equipment, such as ovens, grills, and refrigerators, to remove grease, grime, and food residue. Implement a system for waste disposal and recycling, including proper storage and disposal of food waste, to maintain cleanliness and minimize odors.",https://timesofindia.indiatimes.com/life-style/food-news/indian-restaurants-raided-for-food-violations/articleshow/110386651.cms,Unknown,2025-06-20 22:41:51
"FSSAI uncovers stockpile of expired beer, takes swift action, Hospitality News, ET HospitalityWorld","The Food Safety and Standards Authority of India (FSSAI) in collaboration with Customs officials, conducted a joint inspection on Thursday, 11th January, 2024, at the Public Bonded Warehouse in Dwarka, New Delhi. The findings revealed a clear violation of the provisions outlined in the Food Safety and Standards (FSS) Act of 2006.



During the inspection of goods, it was discovered that a Food Business Operator (FBO) had a stockpile of 45 metric tonnes of expired beer of a popular brand, with an estimated value of INR 1 crore, stored in the warehouse.



In response to the violations, FSSAI, under the supervision of its Director, Northern Region, S. Vijayarani, took immediate action by seizing all the expired products in accordance with the FSS Act, 2006. The seized products will be subject to further investigation.





Advt

Join the community of 2M+ industry professionals. Subscribe to Newsletter to get latest insights & analysis in your inbox. All about ETHospitalityWorld industry right on your smartphone! Download the ETHospitalityWorld App and get the Realtime updates and Save your favourite articles.

FSSAI is currently conducting a comprehensive inquiry into the matter to ascertain the full extent of the violation and to take necessary actions as per the regulatory framework. FSSAI’s crackdown underlines its commitment to ensuring the safety and well-being of consumers, by enforcing stringent regulations and taking timely action against the FBOs who are violating the regulatory provisions.Further, FSSAI encourages consumers to report any instances of food safety concerns to maintain highest standards of food safety across the country. The consumers can share their concerns related to food safety matters directly with FSSAI through a dedicated “ Food Safety Connect ” portal",https://hospitality.economictimes.indiatimes.com/news/operations/food-and-beverages/fssai-uncovers-stockpile-of-expired-beer-takes-swift-action/106991320,Unknown,2025-06-20 22:41:54
"Dirty Kitchens, Unsafe Food And More Violations Found At Mandi Restaurants In Hyderabad","Food safety officials recently visited restaurants in and around Hyderabad's Khairatabad area to conduct thorough inspections. On March 21, 2025, they went to Mandi King Royale and discovered several food safety violations on the premises. Firstly, the task force saw that the FBO [Food Business Operator] had not displayed its FSSAI license prominently on the premises. Necessary documentation was unavailable, including Pest Control records, Water analysis reports, Employee health records and FoSTaC (food safety training) certificates. The officials flagged hygiene and related concerns in the kitchen, including patchy flooring, clogged drains, greasy chimneys and littering of food waste around the space. They also noted that the iron knives being used were rusty.

Also Read: Cockroach And Rodent Infestation Found At '4 Seasons Multi Cuisine Restaurant' In Hyderabad

Several problems were found in the refrigerators at this restaurant. The task force said that they were in an unhygienic condition. Some of the fridge shelves were broken. There were issues with food storage, as vegetarian and non-vegetarian items as well as raw and semi-cooked food were stored together in some refrigerators. Additionally, the officials stated that raw meat like chicken, mutton, etc. were ""dumped in the refrigerator in an unhygienic manner which may cause contamination."" Moreover, water droplets were seen falling on uncovered food, which could also cause contamination.

Task force team has conducted inspections in Khairatabad area on 21.03.2025.



𝗠𝗮𝗻𝗱𝗶 𝗞𝗶𝗻𝗴 𝗥𝗼𝘆𝗮𝗹𝗲, 𝗞𝗵𝗮𝗶𝗿𝗮𝘁𝗮𝗯𝗮𝗱



* FSSAI license not displayed prominently in the premises.



* Pest Control records, Water analysis reports, Employee health records and FoSTaC… pic.twitter.com/WNUbADlm6u — Commissioner of Food Safety, Telangana (@cfs_telangana) March 24, 2025

On the same day, the task force inspected a restaurant called Mandi Town in Khairatabad. Some of the issues found here were similar to the above. For example, the establishment had failed to display its FSSAI license prominently. It did not have the requisite Pest Control records, Water analysis reports, Employee health records and FoSTaC certificates. The officials also found synthetic food colours on the premises and had them discarded. They discovered patchy flooring and littering of food waste on the premises.

Raw meat was stored in an unhygienic manner in the refrigerator, which could result in contamination. Additionally, there was a spillage of meat waste and blood in the fridge which is a serious hygiene problem. Some of the food items in the refrigerator did not have labels and coverings. The task force observed live cockroach infestation in the kitchen. They noticed dead insects inside the drinking water tank. They said that the kitchen lacked drains ""to ensure proper cleaning.""

𝗠𝗮𝗻𝗱𝗶 𝗧𝗼𝘄𝗻, 𝗞𝗵𝗮𝗶𝗿𝗮𝘁𝗮𝗯𝗮𝗱

21.03.2025



* FSSAI license not displayed prominently in the premises.



* Pest Control records, Water analysis reports, Employee health records and FoSTaC certificates are not available.



* Refrigerator was found to be in very… pic.twitter.com/LIVNseP8wn — Commissioner of Food Safety, Telangana (@cfs_telangana) March 24, 2025

Also Read: Task Force Takes Action Against 'The Arabian Mandi' Restaurant In Hyderabad After Complaint

The other restaurant inspected on this day was Mandi 36 Arabian Kitchen in Banjara Hills. The food handlers here did not have food safety training [FoSTaC]. The task force found patchy flooring, sooty kitchen ceiling, greasy and dusty chimneys, unclean grilling pans and other concerns on the premises. They noted that the exhaust did not have meshes to keep insects out. Some items were stored on the ground and there was no proper gap left between the walls and the storage racks, the team observed. Food articles kept in the refrigerator did not have labels. The officials also flagged the use of iron knives in the kitchen. They discarded a few spoiled vegetables that they found at the restaurant.

𝗠𝗮𝗻𝗱𝗶 𝟯𝟲 𝗔𝗿𝗮𝗯𝗶𝗮𝗻 𝗞𝗶𝘁𝗰𝗵𝗲𝗻, 𝗕𝗮𝗻𝗷𝗮𝗿𝗮 𝗛𝗶𝗹𝗹𝘀

21.03.2025



* Food handlers are not FoSTaC trained.



* Flooring was found to be patchy at some places. Ceiling of the kitchen was found to be dark and sooty.



* Chimneys were found to be greasy, dusty and… pic.twitter.com/IdAEZkwOJq — Commissioner of Food Safety, Telangana (@cfs_telangana) March 24, 2025

Around the same time, food safety officials also inspected restaurants in Hyderabad's Madhapur and Gachibowli areas. Click here to learn more.",https://www.ndtv.com/food/food-safety-violations-found-at-mandi-restaurants-in-hyderabad-8005948,Unknown,2025-06-20 22:41:56
"Food Safety And Standards Authority: Latest News, Photos, Videos on Food Safety And Standards Authority","Thursday May 1, 2025

India News | Indo-Asian News Service

The claim made by FMCG giant Dabur that its range of fruit beverages is made ""100 per cent"" from fruits violates rules and regulations and is also misleading for the consumers, the Food Safety and Standards Authority of India (FSSAI) said.",https://www.ndtv.com/topic/food-safety-and-standards-authority,Unknown,2025-06-20 22:41:59
Food Safety Norms: Notices issued to 81 shops for violating food safety norms,"We also published the following articles recently

353 city hotels, coaching centres found flouting fire safety norms

Bihar Fire Service in Patna intensifies safety measures post-deadly fire, focusing on coaching centres. Plans include audits, water tanks, green corridors, and stricter actions for non-compliance.

Sonali Bendre opens up on her link-up rumours in the 90s which were all 'fabricated'

Sonali Bendre stars as a journalist in The Broken News, exploring the clash between ethics and sensationalism. She reflects on battling fabricated rumors and yellow journalism, prioritizing integrity over fabricated narratives in the industry.

Karachi Bakery found flouting food safety rules, selling expired products

Hyderabad's Karachi Bakery faces FSSAI violations for selling expired products. Other stores also found violating regulations. Commissioner discovered issues at Clove Vegetarian Fine Dine. FSSAI sets standards for food labeling, safety, and hygiene practices.

Coimbatore: Food safety department officials conducted surprise inspections at more than 378 shops in the district over the last few days and issued notices to 81 shops that were found to be violating norms.Officials seized 258kg of rotten fruits, meant for making fruit juice, and 280 litres of rosemilk, cool drinks and ice creams which were of substandard quality.Nine shops were slapped a total penalty of 14,000 for violating norms.A total of 150 litres of rosemilk, badam milk and lemonade, which contained excessive coloring agents, were seized from a cool drinks manufacturing unit at Kuniyamuthur, which was selling cool drinks under the brand name ‘Today Fresh.’Officials also found stale potatoes and masalas with excessive colouring agents, being used at a roadside pani puri stall.Collector Kranthi Kumar Pati requested the public to avoid soft drinks which contain excessive artificial colouring agents and those without proper details about their contents and manufacturing date.Public can WhatsApp complaints about substandard food items to 9444042322 or download the ‘tnfoodsafetyconsumer’ mobile app from Google Playstore to lodge complaints.",https://timesofindia.indiatimes.com/city/coimbatore/notices-issued-to-81-shops-for-violating-food-safety-norms/articleshow/109962341.cms,Unknown,2025-06-20 22:42:02
Food safety officials flag hygiene violations at Hyderabad’s Nagole restaurants,"The task force teams of Telangana’s Commissioner of Food Safety conducted inspections at restaurants in the Nagole area, Hyderabad, on Wednesday (November 13, 2024) and uncovered multiple hygiene violations.

At Dasara Restaurant, inspectors found expired food items, including mutton lamb chops, which were discarded. Spices, such as peri-peri sprinkler, Minar spice mace, black salt, turmeric powder, chaat masala, and Schezwan sauce, were also past their expiry dates and discarded. The inspectors found the absence of pest control records, medical fitness certificates for food handlers, and water analysis reports. The restaurant’s doors and windows were not fitted with insect-proof screens, and water stagnation was observed in drains. Dustbins were found open without proper lids, and food items in the refrigerator were neither labelled nor stored according to the First-In-First-Out (FIFO) method. The temperature records for refrigerators were not maintained, and some food handlers were observed working without hair caps, as per a release.

At Navarasa Restaurant, inspectors noted a lack of medical fitness certificates for food handlers and water analysis reports for RO water used in food preparation. Some food items were stored in refrigerators with labels, but without use-by dates. Additionally, 25 litres of milk packets were found to be beyond their use-by date.

At Samrat Restaurant and Bar, the teams noted FSSAI licence not displayed and expired food items including bread, buns, and crispy cajun breeding mix was discarded on-site. The team also found synthetic food colours, suspected of being used in non-vegetarian dishes, which were immediately removed. A live cockroach infestation was found in the store room, and medical fitness certificates and water analysis reports were missing. The kitchen premises were not equipped with insect-proof screens, and food items were not covered or labelled. Temperature records for refrigerators were also absent, the release stated.",https://www.thehindu.com/news/cities/Hyderabad/food-safety-officials-flag-hygiene-violations-at-hyderabads-nagole-restraurants/article68864318.ece,2024-11-14,2025-06-20 22:42:03
Food Safety Violations Found At Shawarma Vending Units In Secunderabad,"A state-level task force in Telangana has discovered hygiene issues and lapses in food safety at various types of food outlets in recent months. The officials have visited establishments in several areas of Hyderabad, Secunderbad and more. One of the recent rounds of inspections revealed food safety violations at particular shawarma vending units in Secunderabad. On October 16, 2024, the task force inspected five such units in the region. Shasha Shandar Shawarma at Paradise Metro Station was found to be operating its business without a valid FSSAI license. The team noted that Mujtaba Grills (in East Maredpally, Secunderabad) and Rolls on Wheels (at Paradise Metro Station) had not displayed their FSSAI licenses at prominent places.

Also Read: Synthetic Food Colours Found At 3 Restaurants In Hyderabad's Khairatabad Area - Inspections Uncover

At Mujtaba Grills, the officials discovered synthetic food colours being used in the food and got rid of them on the spot. Apart from these establishments, the task force also visited Sync Shawarma in Secunderabad East Metro Station and Asian Chow on the same day. The officials listed general problems that came to light during these inspections. They stated that the vending units at a few locations were unclean. The requisite medical records of food handlers and pest control records were not available. There were also lapses in the storage practices followed, with respect to the separation of veg and non-veg food and the proper labelling of items.

State level task force team has conducted inspections at Shawarma vending units in Secunderabad area on 16.10.2024.



Inspections were conducted at



1. Mujtaba Grills, East Maredpally Secunderabad

2. Shasha Shandar Shawarma, Paradise Metro Station

3. Rolls on Wheels, Paradise… pic.twitter.com/0xxTDhkbZH — Commissioner of Food Safety, Telangana (@cfs_telangana) October 19, 2024

The task force has frequently inspected restaurants, cafes, bakeries, sweet shops, etc. in the state. Last month, it also conducted inspections at paan shops in the Nacharam and Mallapur Areas. Click here to know what issues they flagged.

Also Read: Hyderabad Restaurant Raids Continue - Here's What Was Found In And Around Habsiguda",https://www.ndtv.com/food/food-safety-violations-found-at-shawarma-vending-units-in-secunderabad-6836906,Unknown,2025-06-20 22:42:06
